experiment_id,experiment,evidence_type,code_commit,model,hardware,cell_id,policy,bps_tier,link_msg_bytes,rep,repetitions,seed,workload_trace_hash,zipf_alpha,pool_size,distinct_prefixes_total,phase_shift_at_request,n_requests,warmup_request_count,concurrency,prefix_token_target,fixed_output_tokens,kv_cache_tokens_per_instance_shadow,utility_tau_s,utility_lambda,utility_gate_s,topk,j,guard_ms,prefill_tokens_per_ms,queue_penalty_ms,generation_mode,vllm_cache_salt,semantic_prompt_contains_policy,metric_scope,status,request_count,cell_active_s,upserts_generated,upserts_per_s,raw_ad_bytes_per_s,affinity_selection_rate,vllm_cached_token_rate,vllm_cached_tokens_total,stale_fallback_count,stale_fallback_rate,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,latency_p50_ms,latency_p95_ms,retried_request_count,request_error_rate,link_bps,link_bytes_sent,link_upserts_sent,link_tombstones_sent,link_dropped_superseded,link_dropped_replica_cap,link_dropped_low_utility,ad_queue_delay_p50_s,ad_queue_delay_p95_s,tombstone_delay_p95_s,ewma_dq_final_s
20260723_shared_link_live_v1_ideal_rep0,shared_link_live_v1,hybrid_live_vllm_simulated_link,112e71c4e7d7ad802c9425949cc3281c862aaecf,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,ideal,ideal,none,64,0,4,20260723,4a8557a7afb0a0bfe269052f2ec47d46c552e97c2231eb1debad8358d55c1172,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:ideal:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,37.213151768781245,128,3.4396441557896047,220.1372259705347,0.34375,1.0,99872.0,0,0.0,574.7761000416667,821.766773,959.087016,973.295149,1195.931023,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20260723_shared_link_live_v1_agg_adaptive@med_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_adaptive@med,agg_adaptive,med,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_adaptive@med:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,48.82584962528199,128,2.6215621639427997,167.77997849233918,0.2708333333333333,1.0,87456.0,0,0.0,802.04088359375,1089.75966,1446.959817,1267.298922,1716.803251,0,0.0,410.0,8000,125,0,3,0,0,0.3154585538432002,0.6288665980100632,0.0,0.4286755203893191
20260723_shared_link_live_v1_agg_adaptive@high_rep1,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_adaptive@high,agg_adaptive,high,64,1,4,20260723,7fc7697306ca2259b8857df7de2a16b5371f3a7d085cb685857596308dbe0191,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_adaptive@high:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,50.664469324052334,128,2.52642535701511,161.69122284896704,0.2708333333333333,1.0,87456.0,0,0.0,811.0610325,1077.674157,1469.479959,1266.432206,1710.908263,0,0.0,300.0,8000,125,0,3,0,0,0.4297355730086565,0.8578162640333176,0.0,0.5843151194996337
20260723_shared_link_live_v1_ideal_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,ideal,ideal,none,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:ideal:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,44.00275908689946,128,2.908908501560491,186.17014409987144,0.3125,1.0,89552.0,0,0.0,732.3269822916667,1035.292873,1226.94757,1232.178159,1477.645966,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20260723_shared_link_live_v1_exact_fifo@low_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,exact_fifo@low,exact_fifo,low,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:exact_fifo@low:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,46.61350073385984,128,2.7459855617971507,175.74307595501764,0.28125,1.0,85456.0,0,0.0,815.6836601145833,1100.40953,1356.813102,1295.157533,1652.638487,0,0.0,960.0,8192,128,0,0,0,0,0.201834786683321,0.27229994162917137,0.0,0.18818930193789452
20260723_shared_link_live_v1_exact_fifo@med_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,exact_fifo@med,exact_fifo,med,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:exact_fifo@med:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,47.373825289309025,128,2.701913962368711,172.92249359159752,0.28125,1.0,85456.0,0,0.0,832.7386215729167,1140.92771,1390.932743,1365.935606,1627.649573,0,0.0,410.0,8192,128,0,0,0,0,0.470340165309608,0.6292125815525651,0.0,0.44491254842546357
20260723_shared_link_live_v1_exact_fifo@high_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,exact_fifo@high,exact_fifo,high,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:exact_fifo@high:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,49.94969208166003,128,2.562578359657148,164.00501501805746,0.28125,1.0,85456.0,0,0.0,850.1968107395834,1096.170562,1536.401649,1313.747183,1871.100871,0,0.0,300.0,8192,128,0,0,0,0,0.6424007844179869,0.8579285182058811,0.0,0.6146149277369275
20260723_shared_link_live_v1_local_topk@low_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,local_topk@low,local_topk,low,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:local_topk@low:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,50.6315227067098,128,2.528069336201045,161.7964375168669,0.22916666666666666,1.0,81312.0,0,0.0,871.548777,1122.345265,1531.568831,1346.048595,1741.233885,0,0.0,960.0,11328,128,49,0,0,0,0.20346604567021132,0.47675705794245005,0.4762562159448862,0.24828629503335048
20260723_shared_link_live_v1_local_topk@med_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,local_topk@med,local_topk,med,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:local_topk@med:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,48.93298123124987,128,2.615822636987748,167.41264876721587,0.22916666666666666,1.0,81312.0,0,0.0,840.8814287291667,1131.566512,1362.339067,1334.242455,1705.100353,0,0.0,410.0,11328,128,49,0,0,0,0.47262362763285637,1.1020279387012124,1.1005470771342516,0.5798396236322344
20260723_shared_link_live_v1_local_topk@high_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,local_topk@high,local_topk,high,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:local_topk@high:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,49.3993458384648,128,2.5911274294716025,165.83215548618256,0.22916666666666666,1.0,81312.0,0,0.0,867.9419680729167,1129.907761,1555.100888,1351.240068,1778.164056,0,0.0,300.0,11328,128,49,0,0,0,0.7259392822161317,1.7134881895035505,1.5246842568740249,0.8160397932211856
20260723_shared_link_live_v1_agg_static@low_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_static@low,agg_static,low,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_static@low:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,49.157109280116856,128,2.6038959954012926,166.64934370568272,0.28125,1.0,85456.0,0,0.0,858.3194712291667,1196.124268,1401.645365,1428.568207,1724.866093,0,0.0,960.0,8064,126,0,2,0,0,0.13702584151178598,0.2722093677148223,0.0,0.18761243511633094
20260723_shared_link_live_v1_agg_static@med_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_static@med,agg_static,med,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_static@med:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,50.31914207525551,128,2.543763560367698,162.80086786353266,0.28125,1.0,85456.0,0,0.0,854.95870646875,1116.414145,1528.239939,1352.775383,1768.946452,0,0.0,410.0,8064,126,0,2,0,0,0.34611808229237795,0.6292434269562364,0.0,0.4382271217635704
20260723_shared_link_live_v1_agg_static@high_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_static@high,agg_static,high,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_static@high:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,53.44809834007174,128,2.3948466638715624,153.27018648778,0.28125,1.0,85456.0,0,0.0,885.0594425416666,1084.79106,1669.531821,1297.444106,1893.910905,0,0.0,300.0,8064,126,0,2,0,0,0.6422284664586186,0.8576184054836631,0.0,0.6047209994341824
20260723_shared_link_live_v1_agg_adaptive@low_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_adaptive@low,agg_adaptive,low,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_adaptive@low:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,49.70846060477197,128,2.5750143625995148,164.80091920636895,0.28125,1.0,85456.0,0,0.0,853.5204103541666,1143.997462,1446.775915,1343.611064,1715.074858,0,0.0,960.0,8064,126,0,2,0,0,0.1366921104490757,0.27210287749767303,0.0,0.18776099159854606
20260723_shared_link_live_v1_agg_adaptive@med_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_adaptive@med,agg_adaptive,med,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_adaptive@med:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,50.29766454733908,128,2.5448497689098297,162.8703852102291,0.28125,1.0,85456.0,0,0.0,883.6165364479167,1143.587531,1620.066948,1387.470177,1861.234864,0,0.0,410.0,8064,126,0,2,0,0,0.335486208088696,0.6291989348828793,0.0,0.43611603832688073
20260723_shared_link_live_v1_agg_adaptive@high_rep2,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_adaptive@high,agg_adaptive,high,64,2,4,20260723,b95ec3b2d9f393aaf1697e8e747bb556f005fbc42723d7fc7d374d295d4d45b3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_adaptive@high:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,51.186756171286106,128,2.5006468386407206,160.04139767300612,0.28125,1.0,85456.0,0,0.0,891.2267436041667,1204.369013,1537.77725,1443.349706,1839.738368,0,0.0,300.0,8064,126,0,2,0,0,0.6420036749914289,0.8586058104410768,0.0,0.6051608313376452
20260723_shared_link_live_v1_ideal_rep3,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,ideal,ideal,none,64,3,4,20260723,8a094accedc65fdd681b14a2ce80bd66c176ac4346c79ef4a5c65f4f8e5f3af3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:ideal:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,52.680845501832664,128,2.429725620017756,155.5024396811364,0.3333333333333333,1.0,87520.0,0,0.0,906.3964852187501,1159.499009,1612.427909,1400.670416,1996.229427,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20260723_shared_link_live_v1_exact_fifo@low_rep3,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,exact_fifo@low,exact_fifo,low,64,3,4,20260723,8a094accedc65fdd681b14a2ce80bd66c176ac4346c79ef4a5c65f4f8e5f3af3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:exact_fifo@low:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,56.526308903470635,128,2.26443230564699,144.92366756140737,0.3229166666666667,1.0,83376.0,0,0.0,948.9602160104166,1237.353907,1754.791082,1454.286294,1988.080628,0,0.0,960.0,8192,128,0,0,0,0,0.2017296114936471,0.2721562935039401,0.0,0.1893217885397924
20260723_shared_link_live_v1_exact_fifo@med_rep3,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,exact_fifo@med,exact_fifo,med,64,3,4,20260723,8a094accedc65fdd681b14a2ce80bd66c176ac4346c79ef4a5c65f4f8e5f3af3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:exact_fifo@med:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,53.68185332044959,128,2.384418422290939,152.60277902662008,0.3229166666666667,1.0,83376.0,0,0.0,921.41846596875,1231.04603,1599.317432,1448.058443,1916.496215,0,0.0,410.0,8192,128,0,0,0,0,0.4700434599071741,0.6291885441169143,0.0,0.43692995596855666
20260723_shared_link_live_v1_exact_fifo@high_rep3,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,exact_fifo@high,exact_fifo,high,64,3,4,20260723,8a094accedc65fdd681b14a2ce80bd66c176ac4346c79ef4a5c65f4f8e5f3af3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:exact_fifo@high:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,54.47376761212945,128,2.349754856528388,150.38431081781684,0.3229166666666667,1.0,83376.0,0,0.0,931.01696140625,1220.108816,1663.63486,1438.264161,1991.979788,0,0.0,300.0,8192,128,0,0,0,0,0.6422401703894138,0.857746371999383,0.0,0.5958420215755624
20260723_shared_link_live_v1_local_topk@low_rep3,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,local_topk@low,local_topk,low,64,3,4,20260723,8a094accedc65fdd681b14a2ce80bd66c176ac4346c79ef4a5c65f4f8e5f3af3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:local_topk@low:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,56.75305418577045,128,2.2553852270402235,144.3446545305743,0.2708333333333333,1.0,77168.0,0,0.0,988.3548468333333,1250.610933,1774.393019,1476.168835,2003.200696,0,0.0,960.0,11648,128,54,0,0,0,0.20422602631151676,0.4753377502784133,0.47573899757117033,0.2548104846610158
20260723_shared_link_live_v1_local_topk@med_rep3,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,local_topk@med,local_topk,med,64,3,4,20260723,8a094accedc65fdd681b14a2ce80bd66c176ac4346c79ef4a5c65f4f8e5f3af3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:local_topk@med:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,56.23237386904657,128,2.276268832222613,145.68120526224723,0.2708333333333333,1.0,77168.0,0,0.0,967.6121815416667,1233.84168,1632.762786,1446.768603,1943.484052,0,0.0,410.0,11648,128,54,0,0,0,0.6262846970930696,1.256882264278829,1.1004365952685475,0.5868605772707518
20260723_shared_link_live_v1_local_topk@high_rep3,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,local_topk@high,local_topk,high,64,3,4,20260723,8a094accedc65fdd681b14a2ce80bd66c176ac4346c79ef4a5c65f4f8e5f3af3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:local_topk@high:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,56.76100399810821,128,2.2550693431051028,144.32443795872658,0.2604166666666667,1.0,75120.0,0,0.0,986.5102515416667,1249.750648,1670.411252,1469.120976,1931.985395,0,0.0,300.0,11648,128,54,0,0,0,0.8562747165560722,1.7539410926401615,1.7119034910574555,0.8031613848263139
20260723_shared_link_live_v1_agg_static@low_rep3,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_static@low,agg_static,low,64,3,4,20260723,8a094accedc65fdd681b14a2ce80bd66c176ac4346c79ef4a5c65f4f8e5f3af3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_static@low:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,54.63078212272376,128,2.343001418366262,149.95209077544078,0.3229166666666667,1.0,83376.0,0,0.0,917.02673084375,1238.369964,1544.299587,1451.352589,1820.762359,0,0.0,960.0,8128,127,0,1,0,0,0.13796816021203995,0.2723478302359581,0.0,0.18971533180920327
20260723_shared_link_live_v1_agg_static@med_rep3,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_static@med,agg_static,med,64,3,4,20260723,8a094accedc65fdd681b14a2ce80bd66c176ac4346c79ef4a5c65f4f8e5f3af3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_static@med:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,55.90199046302587,128,2.2897216886160874,146.5421880714296,0.3229166666666667,1.0,83376.0,0,0.0,937.3359558229166,1248.29903,1607.179205,1475.059615,1980.847236,0,0.0,410.0,8128,127,0,1,0,0,0.3603153061121702,0.6290600141510367,0.0,0.43669448457633153
20260723_shared_link_live_v1_agg_static@high_rep3,shared_link_live_v1,hybrid_live_vllm_simulated_link,03caaa06429897b57dfd56f4ce889529cf5b71bc,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU,agg_static@high,agg_static,high,64,3,4,20260723,8a094accedc65fdd681b14a2ce80bd66c176ac4346c79ef4a5c65f4f8e5f3af3,0.55,64,128,64,128,32,4,2048,4,104544,30.0,28.0,0.05,8,4,0.5,50.0,2.0,greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,sharedlink-v1:full:agg_static@high:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; only the shared control link is simulated.,Current,96,59.12330549489707,128,2.164966909893894,138.55788223320923,0.3229166666666667,1.0,83376.0,0,0.0,961.57791296875,1181.940399,1810.755357,1431.156183,2093.519181,0,0.0,300.0,8128,127,0,1,0,0,0.6415132200345397,0.8581104157492518,0.0,0.5956246465171688
